"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"1158","S3R586_M3090104","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Component of income | Counties | Disposable income (2003 - 2008) (Not be renewed)","Apskritys | Disponuojamosios pajamos | Pajamų komponentė (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090104(1.0)",FALSE,FALSE,NA,NA,"M3090104"
"1159","S3R586_M3090102","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Component of income | Disposable income | Socioeconomic group of household head (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Namų ūkio galvos socialinė-ekonominė grupė | Pajamų komponentė (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090102(1.0)",FALSE,FALSE,NA,NA,"M3090102"
"1160","S3R586_M3090105","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Component of income | Disposable income | Number of children (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Pajamų komponentė | Vaikų skaičius (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090105(1.0)",FALSE,FALSE,NA,NA,"M3090105"
"1161","S3R586_M3090108","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","City / town | Component of income | Disposable income (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Miestas | Pajamų komponentė (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090108(1.0)",FALSE,FALSE,NA,NA,"M3090108"
"1162","S3R586_M3090107","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Component of income | Disposable income | Education of household head (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Namų ūkio galvos išsilavinimas | Pajamų komponentė (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090107(1.0)",FALSE,FALSE,NA,NA,"M3090107"
"1163","S3R587_M3090203","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Type of household (2003 - 2016) (Was renewed: 2017-11-10)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Namų ūkio tipas | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2017-11-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090203(1.0)",FALSE,FALSE,NA,NA,"M3090203"
"1164","S3R587_M3090210","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","City / town | Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure (2003 - 2012) (Not be renewed)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Miestas | Vartojimo išlaidos (2003 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090210(1.0)",FALSE,FALSE,NA,NA,"M3090210"
"1165","S3R587_M3090205","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Number of children (2003 - 2016) (Was renewed: 2017-11-10)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Vaikų skaičius | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2017-11-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090205(1.0)",FALSE,FALSE,NA,NA,"M3090205"
"1166","S3R587_M3090201","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Place of residence (2003 - 2016) (Was renewed: 2017-09-13)","Gyvenamoji vietovė | Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2017-09-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090201(1.0)",FALSE,FALSE,NA,NA,"M3090201"
"1167","S3R587_M3090209","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Comsuption expenditure in cash (2003 - 2016) (Was renewed: 2018-04-12)","Detalios vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2018-04-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090209(1.0)",FALSE,FALSE,NA,NA,"M3090209"
"1168","S3R587_M3090208","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Expenditure deciles group (2003 - 2008) (Not be renewed)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Išlaidų decilinės grupės | Vartojimo išlaidos (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090208(1.0)",FALSE,FALSE,NA,NA,"M3090208"
"1169","S3R587_M3090207","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Education of household head (2003 - 2016) (Was renewed: 2017-11-08)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Namų ūkio galvos išsilavinimas | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2017-11-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090207(1.0)",FALSE,FALSE,NA,NA,"M3090207"
"1170","S3R587_M3090206","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Age of household head | Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure (2003 - 2016) (Was renewed: 2017-11-10)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Namų ūkio galvos amžius | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2017-11-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090206(1.0)",FALSE,FALSE,NA,NA,"M3090206"
"1171","S3R587_M3090204","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Counties (2003 - 2016) (Was renewed: 2018-06-21)","Apskritys | Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090204(1.0)",FALSE,FALSE,NA,NA,"M3090204"
"1172","S3R587_M3090202","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Socioeconomic group of household head (2003 - 2016) (Was renewed: 2017-09-13)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Namų ūkio galvos socialinė-ekonominė grupė | Vartojimo išlaidos (2003 - 2016) (Atnaujinta: 2017-09-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090202(1.0)",FALSE,FALSE,NA,NA,"M3090202"
"1173","S3R587_M3090211","LSD","S3R587 - Average consumption expenditure per household member per month","S3R587 - Vidutinės vartojimo išlaidos, tenkančios vienam namų ūkio nariui per mėn.","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Income quintile groups (2012 - 2016) (Was renewed: 2017-09-12)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Pajamų kvintilinės grupės | Vartojimo išlaidos (2012 - 2016) (Atnaujinta: 2017-09-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R587_M3090211(1.0)",FALSE,FALSE,NA,NA,"M3090211"
"1174","S3R588_M3060408","LSD","S3R588 - Relative standard error of the number of hours paid per employee per month","S3R588 - Santykinė standartinė apmokėtų valandų, tenkančių vienam darbuotojui per mėnesį, skaičiaus paklaida","Economic activity (NACE Rev. 2, detailed activities) | Sector (2008K1 - 2018K4) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red., detalios veiklos) | Sektorius (2008K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R588_M3060408(1.0)",FALSE,FALSE,NA,NA,"M3060408"
"1175","S3R589_M3060207_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Economic activity (NACE Rev. 2) (2005K1 - 2008K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) (2005K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060207_2(1.0)",FALSE,FALSE,NA,NA,"M3060207_2"
"1176","S3R589_M3060209_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Economic activity (NACE Rev. 2, detailed activities) | Sector | Sex (2008K1 - 2018K4) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red., detalios veiklos) | Lytis | Sektorius (2008K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060209_2(1.0)",FALSE,FALSE,NA,NA,"M3060209_2"
"1177","S3R589_M3060701_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Administrative territory | Economic activity (NACE Rev. 1.1) (1995 - 2007) (Not be renewed)","Administracinė teritorija | Ekonominės veiklos rūšis (EVRK 1.1 red.) (sekcijų lygiu) (1995 - 2007) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060701_2(1.0)",FALSE,FALSE,NA,NA,"M3060701_2"
"1178","S3R589_M3060702_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Economic activity (NACE Rev. 1.1, detail) | Sector (1995 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red., detalios veiklos) | Sektorius (1995 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060702_2(1.0)",FALSE,FALSE,NA,NA,"M3060702_2"
"1179","S3R589_M3060706_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Counties | Economic activity (NACE Rev. 2, sections) (1995 - 2017) (Was renewed: 2018-10-12)","Apskritys | Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) (1995 - 2017) (Atnaujinta: 2018-10-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060706_2(1.0)",FALSE,FALSE,NA,NA,"M3060706_2"
"1180","S3R589_M3060707_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Administrative territory (2007 - 2017) (Was renewed: 2018-05-30)","Administracinė teritorija (2007 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060707_2(1.0)",FALSE,FALSE,NA,NA,"M3060707_2"
"1181","S3R589_M3060708_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Economic activity (NACE Rev. 2, detailed activities) | Sector (2007 - 2017) (Was renewed: 2018-10-12)","Ekonominės veiklos rūšis (EVRK 2 red., detalios veiklos) | Sektorius (2007 - 2017) (Atnaujinta: 2018-10-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060708_2(1.0)",FALSE,FALSE,NA,NA,"M3060708_2"
"1182","S3R589_M3060214_2","LSD","S3R589 - Changes of the number of employees","S3R589 - Darbuotojų skaičiaus kitimas","Administrative territory | Sector (2011K1 - 2018K4) (Was renewed: 2019-03-12)","Administracinė teritorija | Sektorius (2011K1 - 2018K4) (Atnaujinta: 2019-03-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R589_M3060214_2(1.0)",FALSE,FALSE,NA,NA,"M3060214_2"
"1183","S3R590_M3060208","LSD","S3R590 - Relative standard error of the number of employees","S3R590 - Santykinė standartinė darbuotojų skaičiaus paklaida","Economic activity (NACE Rev. 2) (2005K1 - 2008K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) (2005K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R590_M3060208(1.0)",FALSE,FALSE,NA,NA,"M3060208"
"1184","S3R590_M3060211","LSD","S3R590 - Relative standard error of the number of employees","S3R590 - Santykinė standartinė darbuotojų skaičiaus paklaida","Economic activity (NACE Rev. 2, detailed activities) | Sector (2008K1 - 2018K3) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red., detalios veiklos) | Sektorius (2008K1 - 2018K3) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R590_M3060211(1.0)",FALSE,FALSE,NA,NA,"M3060211"
"1185","S3R590_M3060204_1","LSD","S3R590 - Relative standard error of the number of employees","S3R590 - Santykinė standartinė darbuotojų skaičiaus paklaida","Economic activity (NACE Rev. 1.1) | Sector (2000K1 - 2008K4) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) | Sektorius (2000K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R590_M3060204_1(1.0)",FALSE,FALSE,NA,NA,"M3060204_1"
"1186","S3R591_M3060209_3","LSD","S3R591 - Structure of the number of employees","S3R591 - Darbuotojų skaičiaus struktūra","Economic activity (NACE Rev. 2, detailed activities) | Sector | Sex (2008K1 - 2018K4) (Was renewed: 2019-03-04)","Ekonominės veiklos rūšis (EVRK 2 red., detalios veiklos) | Lytis | Sektorius (2008K1 - 2018K4) (Atnaujinta: 2019-03-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R591_M3060209_3(1.0)",FALSE,FALSE,NA,NA,"M3060209_3"
"1187","S3R591_M3060713","LSD","S3R591 - Structure of the number of employees","S3R591 - Darbuotojų skaičiaus struktūra","Economic activity (NACE Rev. 2, sections) | Sector (2007 - 2017) (Was renewed: 2018-10-12)","Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) | Sektorius (2007 - 2017) (Atnaujinta: 2018-10-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R591_M3060713(1.0)",FALSE,FALSE,NA,NA,"M3060713"
"1188","S3R591_M3060717","LSD","S3R591 - Structure of the number of employees","S3R591 - Darbuotojų skaičiaus struktūra","Economic activity (NACE Rev. 2, sections) | Sector | Size class of enterprises (detailed classes) (2007 - 2017) (Was renewed: 2018-10-12)","Ekonominės veiklos rūšis (EVRK 2 red., sekcijų lygiu) | Įmonių dydžio grupė (detalios grupės) | Sektorius (2007 - 2017) (Atnaujinta: 2018-10-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R591_M3060717(1.0)",FALSE,FALSE,NA,NA,"M3060717"
"1189","S3R592_M3060812_2","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Economic activity (NACE Rev. 1.1) | Gross earnings class (for full-time employees) | Sector (2004 - 2007) (Not be renewed)","Bruto darbo užmokesčio dydžio grupė (dirbusių visą darbo laiką) | Ekonominės veiklos rūšis (EVRK 1.1 red.) | Sektorius (2004 - 2007) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060812_2(1.0)",FALSE,FALSE,NA,NA,"M3060812_2"
"1190","S3R592_M3060824","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Gross earnings class (for full-time and part-time employees) | Sector (2004 - 2010) (Not be renewed)","Bruto darbo užmokesčio dydžio grupė (dirbusių visą ir ne visą darbo laiką) | Sektorius (2004 - 2010) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060824(1.0)",FALSE,FALSE,NA,NA,"M3060824"
"1191","S3R592_M3060825","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Economic activity (NACE Rev. 1.1) | Gross earnings class (for part-time employees) (2004 - 2007) (Not be renewed)","Bruto darbo užmokesčio dydžio grupė (dirbusių ne visą darbo laiką) | Ekonominės veiklos rūšis (EVRK 1.1 red.) (2004 - 2007) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060825(1.0)",FALSE,FALSE,NA,NA,"M3060825"
"1192","S3R592_M3060829_2","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Economic activity (NACE Rev. 2) | Gross earnings class | Sector (2008 - 2010) (Not be renewed)","Bruto darbo užmokesčio dydžio grupė | Ekonominės veiklos rūšis (EVRK 2 red.) | Sektorius (2008 - 2010) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060829_2(1.0)",FALSE,FALSE,NA,NA,"M3060829_2"
"1193","S3R592_M3060832","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Economic activity (NACE Rev. 2) | Gross earnings class (part-time employees) (2008 - 2010) (Not be renewed)","Bruto darbo užmokesčio dydžio grupė (dirbusių ne visą darbo laiką) | Ekonominės veiklos rūšis (EVRK 2 red.) (2008 - 2010) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060832(1.0)",FALSE,FALSE,NA,NA,"M3060832"
"1194","S3R592_M3060833","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Economic activity (NACE Rev. 2) | Sector (2008 - 2010) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) | Sektorius (2008 - 2010) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060833(1.0)",FALSE,FALSE,NA,NA,"M3060833"
"1195","S3R592_M3060834","LSD","S3R592 - Structure of the number of employees by size class of earnings, October","S3R592 - Darbuotojų skaičiaus pagal darbo užmokesčio dydį struktūra spalio mėn.","Economic activity (NACE Rev. 2) | Sector (2008 - 2010) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) | Sektorius (2008 - 2010) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R592_M3060834(1.0)",FALSE,FALSE,NA,NA,"M3060834"
